state,state/region,ages,year,population,area (sq. mi)
Alabama,AL,under18,2012,1117489,52423
Alabama,AL,total,2012,4817528,52423
Alabama,AL,under18,2010,1130966,52423
Alabama,AL,total,2010,4785570,52423
Alabama,AL,under18,2011,1125763,52423
Alabama,AL,total,2011,4801627,52423
Alabama,AL,total,2009,4757938,52423
Alabama,AL,under18,2009,1134192,52423
Alabama,AL,under18,2013,1111481,52423
Alabama,AL,total,2013,4833722,52423
Alabama,AL,total,2007,4672840,52423
Alabama,AL,under18,2007,1132296,52423
Alabama,AL,total,2008,4718206,52423
Alabama,AL,under18,2008,1134927,52423
Alabama,AL,total,2005,4569805,52423
Alabama,AL,under18,2005,1117229,52423
Alabama,AL,total,2006,4628981,52423
Alabama,AL,under18,2006,1126798,52423
Alabama,AL,total,2004,4530729,52423
Alabama,AL,under18,2004,1113662,52423
Alabama,AL,total,2003,4503491,52423
Alabama,AL,under18,2003,1113083,52423
Alabama,AL,total,2001,4467634,52423
Alabama,AL,under18,2001,1120409,52423
Alabama,AL,total,2002,4480089,52423
Alabama,AL,under18,2002,1116590,52423
Alabama,AL,under18,1999,1121287,52423
Alabama,AL,total,1999,4430141,52423
Alabama,AL,total,2000,4452173,52423
Alabama,AL,under18,2000,1122273,52423
Alabama,AL,total,1998,4404701,52423
Alabama,AL,under18,1998,1118252,52423
Alabama,AL,under18,1997,1122893,52423
Alabama,AL,total,1997,4367935,52423
Alabama,AL,total,1996,4331103,52423
Alabama,AL,total,1995,4296800,52423
Alabama,AL,under18,1995,1110553,52423
Alabama,AL,under18,1996,1112092,52423
Alabama,AL,total,1994,4260229,52423
Alabama,AL,total,1993,4214202,52423
Alabama,AL,under18,1993,1085606,52423
Alabama,AL,under18,1994,1097180,52423
Alabama,AL,under18,1992,1072873,52423
Alabama,AL,total,1992,4154014,52423
Alabama,AL,total,1991,4099156,52423
Alabama,AL,under18,1991,1060794,52423
Alabama,AL,under18,1990,1050041,52423
Alabama,AL,total,1990,4050055,52423
Alaska,AK,total,1990,553290,656425
Alaska,AK,under18,1990,177502,656425
Alaska,AK,total,1992,588736,656425
Alaska,AK,under18,1991,182180,656425
Alaska,AK,under18,1992,184878,656425
Alaska,AK,total,1994,603308,656425
Alaska,AK,under18,1994,187439,656425
Alaska,AK,total,1991,570193,656425
Alaska,AK,total,1993,599434,656425
Alaska,AK,under18,1993,187190,656425
Alaska,AK,total,1995,604412,656425
Alaska,AK,under18,1995,184990,656425
Alaska,AK,total,1996,608569,656425
Alaska,AK,under18,1996,185360,656425
Alaska,AK,under18,1997,188280,656425
Alaska,AK,under18,1998,192636,656425
Alaska,AK,total,1998,619933,656425
Alaska,AK,total,1997,612968,656425
Alaska,AK,under18,1999,191422,656425
Alaska,AK,total,1999,624779,656425
Alaska,AK,total,2000,627963,656425
Alaska,AK,under18,2000,190615,656425
Alaska,AK,total,2001,633714,656425
Alaska,AK,under18,2001,188771,656425
Alaska,AK,total,2002,642337,656425
Alaska,AK,under18,2002,188482,656425
Alaska,AK,total,2003,648414,656425
Alaska,AK,under18,2003,186843,656425
Alaska,AK,total,2004,659286,656425
Alaska,AK,under18,2004,186335,656425
Alaska,AK,total,2005,666946,656425
Alaska,AK,under18,2005,185304,656425
Alaska,AK,total,2006,675302,656425
Alaska,AK,under18,2006,185580,656425
Alaska,AK,total,2007,680300,656425
Alaska,AK,under18,2007,184344,656425
Alaska,AK,total,2008,687455,656425
Alaska,AK,under18,2008,183124,656425
Alaska,AK,under18,2013,188132,656425
Alaska,AK,total,2013,735132,656425
Alaska,AK,total,2009,698895,656425
Alaska,AK,under18,2009,186351,656425
Alaska,AK,under18,2010,187902,656425
Alaska,AK,total,2010,713868,656425
Alaska,AK,under18,2011,188329,656425
Alaska,AK,total,2011,723375,656425
Alaska,AK,under18,2012,188162,656425
Alaska,AK,total,2012,730307,656425
Arizona,AZ,under18,2012,1617149,114006
Arizona,AZ,total,2012,6551149,114006
Arizona,AZ,under18,2011,1616353,114006
Arizona,AZ,total,2011,6468796,114006
Arizona,AZ,under18,2010,1628563,114006
Arizona,AZ,total,2010,6408790,114006
Arizona,AZ,under18,2013,1616814,114006
Arizona,AZ,total,2013,6626624,114006
Arizona,AZ,total,2009,6343154,114006
Arizona,AZ,under18,2009,1627343,114006
Arizona,AZ,total,2007,6167681,114006
Arizona,AZ,under18,2007,1607895,114006
Arizona,AZ,total,2008,6280362,114006
Arizona,AZ,under18,2008,1628651,114006
Arizona,AZ,total,2005,5839077,114006
Arizona,AZ,under18,2005,1529168,114006
Arizona,AZ,total,2006,6029141,114006
Arizona,AZ,under18,2006,1574867,114006
Arizona,AZ,total,2004,5652404,114006
Arizona,AZ,under18,2004,1484454,114006
Arizona,AZ,total,2003,5510364,114006
Arizona,AZ,under18,2003,1453671,114006
Arizona,AZ,total,2001,5273477,114006
Arizona,AZ,under18,2001,1399015,114006
Arizona,AZ,total,2002,5396255,114006
Arizona,AZ,under18,2002,1427938,114006
Arizona,AZ,under18,1999,1332396,114006
Arizona,AZ,total,1999,5023823,114006
Arizona,AZ,total,2000,5160586,114006
Arizona,AZ,under18,2000,1373414,114006
Arizona,AZ,total,1998,4883342,114006
Arizona,AZ,under18,1998,1285794,114006
Arizona,AZ,total,1997,4736990,114006
Arizona,AZ,under18,1997,1237159,114006
Arizona,AZ,under18,1996,1215285,114006
Arizona,AZ,total,1996,4586940,114006
Arizona,AZ,total,1995,4432499,114006
Arizona,AZ,under18,1995,1173391,114006
Arizona,AZ,total,1993,4065440,114006
Arizona,AZ,under18,1993,1094233,114006
Arizona,AZ,under18,1994,1119857,114006
Arizona,AZ,total,1994,4245089,114006
Arizona,AZ,under18,1992,1055572,114006
Arizona,AZ,under18,1991,1028285,114006
Arizona,AZ,total,1991,3788576,114006
Arizona,AZ,total,1992,3915740,114006
Arizona,AZ,under18,1990,1006040,114006
Arizona,AZ,total,1990,3684097,114006
Arkansas,AR,under18,1990,620933,53182
Arkansas,AR,total,1990,2356586,53182
Arkansas,AR,total,1991,2383144,53182
Arkansas,AR,under18,1991,626212,53182
Arkansas,AR,under18,1992,638269,53182
Arkansas,AR,total,1992,2415984,53182
Arkansas,AR,under18,1994,653842,53182
Arkansas,AR,total,1994,2494019,53182
Arkansas,AR,total,1993,2456303,53182
Arkansas,AR,under18,1993,643474,53182
Arkansas,AR,under18,1995,667671,53182
Arkansas,AR,total,1995,2535399,53182
Arkansas,AR,under18,1996,677912,53182
Arkansas,AR,total,1996,2572109,53182
Arkansas,AR,under18,1998,683637,53182
Arkansas,AR,total,1997,2601091,53182
Arkansas,AR,under18,1997,680203,53182
Arkansas,AR,total,1998,2626289,53182
Arkansas,AR,total,2000,2678588,53182
Arkansas,AR,under18,2000,680378,53182
Arkansas,AR,under18,1999,681940,53182
Arkansas,AR,total,1999,2651860,53182
Arkansas,AR,total,2002,2705927,53182
Arkansas,AR,under18,2002,678798,53182
Arkansas,AR,total,2001,2691571,53182
Arkansas,AR,under18,2001,679606,53182
Arkansas,AR,total,2004,2749686,53182
Arkansas,AR,under18,2004,683166,53182
Arkansas,AR,total,2003,2724816,53182
Arkansas,AR,under18,2003,679579,53182
Arkansas,AR,total,2006,2821761,53182
Arkansas,AR,under18,2006,697842,53182
Arkansas,AR,total,2005,2781097,53182
Arkansas,AR,under18,2005,689787,53182
Arkansas,AR,total,2008,2874554,53182
Arkansas,AR,under18,2008,705725,53182
Arkansas,AR,total,2007,2848650,53182
Arkansas,AR,under18,2007,702737,53182
Arkansas,AR,total,2009,2896843,53182
Arkansas,AR,under18,2009,707886,53182
Arkansas,AR,under18,2013,709866,53182
Arkansas,AR,total,2013,2959373,53182
Arkansas,AR,under18,2011,710576,53182
Arkansas,AR,total,2011,2938506,53182
Arkansas,AR,under18,2010,711947,53182
Arkansas,AR,total,2010,2922280,53182
Arkansas,AR,under18,2012,710471,53182
Arkansas,AR,total,2012,2949828,53182
California,CA,under18,2012,9209007,163707
California,CA,total,2012,37999878,163707
California,CA,under18,2011,9252336,163707
California,CA,total,2011,37668681,163707
California,CA,under18,2010,9284094,163707
California,CA,total,2010,37333601,163707
California,CA,under18,2013,9174877,163707
California,CA,total,2013,38332521,163707
California,CA,total,2009,36961229,163707
California,CA,under18,2009,9294501,163707
California,CA,total,2007,36250311,163707
California,CA,under18,2007,9335620,163707
California,CA,total,2008,36604337,163707
California,CA,under18,2008,9321621,163707
California,CA,total,2005,35827943,163707
California,CA,under18,2005,9405565,163707
California,CA,total,2006,36021202,163707
California,CA,under18,2006,9370884,163707
California,CA,total,2003,35253159,163707
California,CA,under18,2003,9404594,163707
California,CA,total,2004,35574576,163707
California,CA,under18,2004,9418497,163707
California,CA,total,2001,34479458,163707
California,CA,under18,2001,9325466,163707
California,CA,total,2002,34871843,163707
California,CA,under18,2002,9365142,163707
California,CA,under18,1999,9207878,163707
California,CA,total,1999,33499204,163707
California,CA,total,2000,33987977,163707
California,CA,under18,2000,9267089,163707
California,CA,under18,1998,9163238,163707
California,CA,total,1998,32987675,163707
California,CA,under18,1997,9135359,163707
California,CA,total,1997,32486010,163707
California,CA,under18,1996,9079519,163707
California,CA,total,1996,32018834,163707
California,CA,total,1995,31696582,163707
California,CA,under18,1995,8920578,163707
California,CA,total,1993,31274928,163707
California,CA,under18,1993,8624810,163707
California,CA,under18,1994,8790058,163707
California,CA,total,1994,31484435,163707
California,CA,total,1991,30470736,163707
California,CA,under18,1991,8245605,163707
California,CA,under18,1992,8439647,163707
California,CA,total,1992,30974659,163707
California,CA,under18,1990,7980501,163707
California,CA,total,1990,29959515,163707
Colorado,CO,total,1990,3307618,104100
Colorado,CO,under18,1990,881640,104100
Colorado,CO,total,1992,3495939,104100
Colorado,CO,under18,1992,925577,104100
Colorado,CO,under18,1991,896537,104100
Colorado,CO,total,1991,3387119,104100
Colorado,CO,total,1994,3724168,104100
Colorado,CO,under18,1994,966412,104100
Colorado,CO,under18,1993,947806,104100
Colorado,CO,total,1993,3613734,104100
Colorado,CO,under18,1995,984310,104100
Colorado,CO,total,1995,3826653,104100
Colorado,CO,total,1996,3919972,104100
Colorado,CO,under18,1996,1003946,104100
Colorado,CO,under18,1997,1030557,104100
Colorado,CO,total,1997,4018293,104100
Colorado,CO,total,1998,4116639,104100
Colorado,CO,under18,1998,1060066,104100
Colorado,CO,total,2000,4326921,104100
Colorado,CO,under18,2000,1106676,104100
Colorado,CO,total,1999,4226018,104100
Colorado,CO,under18,1999,1083938,104100
Colorado,CO,total,2002,4490406,104100
Colorado,CO,under18,2002,1138273,104100
Colorado,CO,total,2001,4425687,104100
Colorado,CO,under18,2001,1126647,104100
Colorado,CO,total,2004,4575013,104100
Colorado,CO,under18,2004,1146369,104100
Colorado,CO,total,2003,4528732,104100
Colorado,CO,under18,2003,1144597,104100
Colorado,CO,total,2006,4720423,104100
Colorado,CO,under18,2006,1171832,104100
Colorado,CO,total,2005,4631888,104100
Colorado,CO,under18,2005,1156399,104100
Colorado,CO,total,2008,4889730,104100
Colorado,CO,under18,2008,1203289,104100
Colorado,CO,total,2007,4803868,104100
Colorado,CO,under18,2007,1189434,104100
Colorado,CO,total,2009,4972195,104100
Colorado,CO,under18,2009,1217213,104100
Colorado,CO,under18,2013,1237932,104100
Colorado,CO,total,2013,5268367,104100
Colorado,CO,under18,2010,1226619,104100
Colorado,CO,total,2010,5048196,104100
Colorado,CO,under18,2011,1230178,104100
Colorado,CO,total,2011,5118400,104100
Colorado,CO,under18,2012,1232864,104100
Colorado,CO,total,2012,5189458,104100
Connecticut,CT,under18,2012,794959,5544
Connecticut,CT,total,2012,3591765,5544
Connecticut,CT,under18,2011,805109,5544
Connecticut,CT,total,2011,3588948,5544
Connecticut,CT,under18,2010,814187,5544
Connecticut,CT,total,2010,3579210,5544
Connecticut,CT,under18,2013,785566,5544
Connecticut,CT,total,2013,3596080,5544
Connecticut,CT,total,2009,3561807,5544
Connecticut,CT,under18,2009,820839,5544
Connecticut,CT,total,2007,3527270,5544
Connecticut,CT,under18,2007,833484,5544
Connecticut,CT,total,2008,3545579,5544
Connecticut,CT,under18,2008,826626,5544
Connecticut,CT,total,2005,3506956,5544
Connecticut,CT,under18,2005,844034,5544
Connecticut,CT,total,2006,3517460,5544
Connecticut,CT,under18,2006,839372,5544
Connecticut,CT,total,2003,3484336,5544
Connecticut,CT,under18,2003,851115,5544
Connecticut,CT,total,2004,3496094,5544
Connecticut,CT,under18,2004,848979,5544
Connecticut,CT,total,2001,3432835,5544
Connecticut,CT,under18,2001,845850,5544
Connecticut,CT,total,2002,3458749,5544
Connecticut,CT,under18,2002,848877,5544
Connecticut,CT,total,1999,3386401,5544
Connecticut,CT,under18,1999,834654,5544
Connecticut,CT,total,2000,3411777,5544
Connecticut,CT,under18,2000,842242,5544
Connecticut,CT,under18,1998,824600,5544
Connecticut,CT,total,1998,3365352,5544
Connecticut,CT,total,1997,3349348,5544
Connecticut,CT,under18,1997,814373,5544
Connecticut,CT,under18,1996,811855,5544
Connecticut,CT,total,1996,3336685,5544
Connecticut,CT,total,1995,3324144,5544
Connecticut,CT,under18,1995,808623,5544
Connecticut,CT,total,1993,3309175,5544
Connecticut,CT,under18,1993,790749,5544
Connecticut,CT,under18,1994,801231,5544
Connecticut,CT,total,1994,3316121,5544
Connecticut,CT,under18,1991,766304,5544
Connecticut,CT,total,1991,3302895,5544
Connecticut,CT,under18,1992,777264,5544
Connecticut,CT,total,1992,3300712,5544
Connecticut,CT,total,1990,3291967,5544
Connecticut,CT,under18,1990,752666,5544
Delaware,DE,under18,1990,165628,1954
Delaware,DE,total,1990,669567,1954
Delaware,DE,under18,1992,174166,1954
Delaware,DE,total,1992,694927,1954
Delaware,DE,total,1991,683080,1954
Delaware,DE,under18,1991,169910,1954
Delaware,DE,total,1994,717545,1954
Delaware,DE,under18,1994,180833,1954
Delaware,DE,total,1993,706378,1954
Delaware,DE,under18,1993,176916,1954
Delaware,DE,under18,1995,181736,1954
Delaware,DE,total,1995,729735,1954
Delaware,DE,total,1996,740978,1954
Delaware,DE,under18,1996,184021,1954
Delaware,DE,under18,1997,186607,1954
Delaware,DE,total,1997,751487,1954
Delaware,DE,total,1998,763335,1954
Delaware,DE,under18,1998,189302,1954
Delaware,DE,total,2000,786373,1954
Delaware,DE,under18,2000,194914,1954
Delaware,DE,total,1999,774990,1954
Delaware,DE,under18,1999,192510,1954
Delaware,DE,total,2002,806169,1954
Delaware,DE,under18,2002,196946,1954
Delaware,DE,total,2001,795699,1954
Delaware,DE,under18,2001,196038,1954
Delaware,DE,total,2004,830803,1954
Delaware,DE,under18,2004,199631,1954
Delaware,DE,total,2003,818003,1954
Delaware,DE,under18,2003,198045,1954
Delaware,DE,total,2006,859268,1954
Delaware,DE,under18,2006,203729,1954
Delaware,DE,total,2005,845150,1954
Delaware,DE,under18,2005,201988,1954
Delaware,DE,total,2008,883874,1954
Delaware,DE,under18,2008,206116,1954
Delaware,DE,total,2007,871749,1954
Delaware,DE,under18,2007,205155,1954
Delaware,DE,under18,2013,203558,1954
Delaware,DE,total,2013,925749,1954
Delaware,DE,total,2009,891730,1954
Delaware,DE,under18,2009,206213,1954
Delaware,DE,under18,2010,205478,1954
Delaware,DE,total,2010,899711,1954
Delaware,DE,under18,2011,204801,1954
Delaware,DE,total,2011,907985,1954
Delaware,DE,under18,2012,204586,1954
Delaware,DE,total,2012,917053,1954
District of Columbia,DC,under18,2012,107642,68
District of Columbia,DC,total,2012,633427,68
District of Columbia,DC,under18,2011,103906,68
District of Columbia,DC,total,2011,619624,68
District of Columbia,DC,under18,2010,101309,68
District of Columbia,DC,total,2010,605125,68
District of Columbia,DC,under18,2013,111474,68
District of Columbia,DC,total,2013,646449,68
District of Columbia,DC,total,2009,592228,68
District of Columbia,DC,under18,2009,102098,68
District of Columbia,DC,total,2007,574404,68
District of Columbia,DC,under18,2007,104126,68
District of Columbia,DC,total,2008,580236,68
District of Columbia,DC,under18,2008,102257,68
District of Columbia,DC,total,2005,567136,68
District of Columbia,DC,under18,2005,107187,68
District of Columbia,DC,total,2006,570681,68
District of Columbia,DC,under18,2006,105651,68
District of Columbia,DC,total,2003,568502,68
District of Columbia,DC,under18,2003,111403,68
District of Columbia,DC,total,2004,567754,68
District of Columbia,DC,under18,2004,109756,68
District of Columbia,DC,total,2001,574504,68
District of Columbia,DC,under18,2001,114625,68
District of Columbia,DC,total,2002,573158,68
District of Columbia,DC,under18,2002,113822,68
District of Columbia,DC,total,1999,570220,68
District of Columbia,DC,under18,1999,115003,68
District of Columbia,DC,total,2000,572046,68
District of Columbia,DC,under18,2000,114503,68
District of Columbia,DC,under18,1998,113839,68
District of Columbia,DC,total,1998,565232,68
District of Columbia,DC,under18,1997,119531,68
District of Columbia,DC,total,1997,567739,68
District of Columbia,DC,under18,1996,121210,68
District of Columbia,DC,total,1996,572379,68
District of Columbia,DC,total,1995,580519,68
District of Columbia,DC,under18,1995,123620,68
District of Columbia,DC,total,1993,595302,68
District of Columbia,DC,under18,1993,120471,68
District of Columbia,DC,under18,1994,122170,68
District of Columbia,DC,total,1994,589240,68
District of Columbia,DC,total,1991,600870,68
District of Columbia,DC,under18,1991,116825,68
District of Columbia,DC,under18,1992,118636,68
District of Columbia,DC,total,1992,597567,68
District of Columbia,DC,under18,1990,112632,68
District of Columbia,DC,total,1990,605321,68
Florida,FL,total,1990,13033307,65758
Florida,FL,under18,1990,2988807,65758
Florida,FL,under18,1991,3045638,65758
Florida,FL,total,1991,13369798,65758
Florida,FL,total,1994,14239444,65758
Florida,FL,under18,1994,3299887,65758
Florida,FL,under18,1993,3214066,65758
Florida,FL,total,1993,13927185,65758
Florida,FL,total,1992,13650553,65758
Florida,FL,under18,1992,3120439,65758
Florida,FL,under18,1995,3366468,65758
Florida,FL,total,1995,14537875,65758
Florida,FL,total,1996,14853360,65758
Florida,FL,under18,1996,3431695,65758
Florida,FL,under18,1998,3557561,65758
Florida,FL,under18,1997,3502269,65758
Florida,FL,total,1997,15186304,65758
Florida,FL,total,1998,15486559,65758
Florida,FL,total,1999,15759421,65758
Florida,FL,under18,1999,3611711,65758
Florida,FL,total,2000,16047515,65758
Florida,FL,under18,2000,3654880,65758
Florida,FL,total,2001,16356966,65758
Florida,FL,under18,2001,3714439,65758
Florida,FL,total,2002,16689370,65758
Florida,FL,under18,2002,3774624,65758
Florida,FL,total,2003,17004085,65758
Florida,FL,under18,2003,3820876,65758
Florida,FL,total,2004,17415318,65758
Florida,FL,under18,2004,3890734,65758
Florida,FL,total,2005,17842038,65758
Florida,FL,under18,2005,3968178,65758
Florida,FL,total,2006,18166990,65758
Florida,FL,under18,2006,4022912,65758
Florida,FL,total,2007,18367842,65758
Florida,FL,under18,2007,4031098,65758
Florida,FL,total,2008,18527305,65758
Florida,FL,under18,2008,4018372,65758
Florida,FL,total,2009,18652644,65758
Florida,FL,under18,2009,3997283,65758
Florida,FL,under18,2013,4026674,65758
Florida,FL,total,2013,19552860,65758
Florida,FL,under18,2010,3999532,65758
Florida,FL,total,2010,18846054,65758
Florida,FL,under18,2011,4002550,65758
Florida,FL,total,2011,19083482,65758
Florida,FL,under18,2012,4012421,65758
Florida,FL,total,2012,19320749,65758
Georgia,GA,total,2012,9915646,59441
Georgia,GA,under18,2012,2487831,59441
Georgia,GA,under18,2011,2488898,59441
Georgia,GA,total,2011,9810181,59441
Georgia,GA,under18,2010,2490884,59441
Georgia,GA,total,2010,9713248,59441
Georgia,GA,total,2013,9992167,59441
Georgia,GA,total,2009,9620846,59441
Georgia,GA,under18,2009,2485781,59441
Georgia,GA,under18,2013,2489709,59441
Georgia,GA,total,2007,9349988,59441
Georgia,GA,under18,2007,2456249,59441
Georgia,GA,total,2008,9504843,59441
Georgia,GA,under18,2008,2479097,59441
Georgia,GA,total,2005,8925922,59441
Georgia,GA,under18,2005,2353604,59441
Georgia,GA,total,2006,9155813,59441
Georgia,GA,under18,2006,2406014,59441
Georgia,GA,total,2003,8622793,59441
Georgia,GA,under18,2003,2278710,59441
Georgia,GA,total,2004,8769252,59441
Georgia,GA,under18,2004,2308855,59441
Georgia,GA,total,2001,8377038,59441
Georgia,GA,under18,2001,2215390,59441
Georgia,GA,total,2002,8508256,59441
Georgia,GA,under18,2002,2249784,59441
Georgia,GA,total,1999,8045965,59441
Georgia,GA,under18,1999,2130698,59441
Georgia,GA,total,2000,8227303,59441
Georgia,GA,under18,2000,2176576,59441
Georgia,GA,total,1997,7685099,59441
Georgia,GA,under18,1997,2034163,59441
Georgia,GA,under18,1998,2078998,59441
Georgia,GA,total,1998,7863536,59441
Georgia,GA,under18,1996,1993171,59441
Georgia,GA,total,1996,7501069,59441
Georgia,GA,total,1995,7328413,59441
Georgia,GA,under18,1995,1949818,59441
Georgia,GA,under18,1992,1817781,59441
Georgia,GA,total,1992,6817203,59441
Georgia,GA,total,1993,6978240,59441
Georgia,GA,under18,1993,1865021,59441
Georgia,GA,under18,1994,1906539,59441
Georgia,GA,total,1994,7157165,59441
Georgia,GA,total,1991,6653005,59441
Georgia,GA,under18,1991,1773675,59441
Georgia,GA,under18,1990,1747363,59441
Georgia,GA,total,1990,6512602,59441
Hawaii,HI,under18,1990,279983,10932
Hawaii,HI,total,1990,1113491,10932
Hawaii,HI,total,1991,1136754,10932
Hawaii,HI,under18,1991,287871,10932
Hawaii,HI,under18,1994,307517,10932
Hawaii,HI,total,1994,1187536,10932
Hawaii,HI,total,1993,1172838,10932
Hawaii,HI,under18,1993,301473,10932
Hawaii,HI,under18,1992,295124,10932
Hawaii,HI,total,1992,1158613,10932
Hawaii,HI,total,1995,1196854,10932
Hawaii,HI,under18,1995,310325,10932
Hawaii,HI,under18,1996,311213,10932
Hawaii,HI,total,1996,1203755,10932
Hawaii,HI,under18,1998,304576,10932
Hawaii,HI,total,1998,1215233,10932
Hawaii,HI,total,1997,1211640,10932
Hawaii,HI,under18,1997,309465,10932
Hawaii,HI,total,2000,1213519,10932
Hawaii,HI,under18,2000,295352,10932
Hawaii,HI,total,1999,1210300,10932
Hawaii,HI,under18,1999,299680,10932
Hawaii,HI,total,2002,1239613,10932
Hawaii,HI,under18,2002,293600,10932
Hawaii,HI,total,2001,1225948,10932
Hawaii,HI,under18,2001,294133,10932
Hawaii,HI,total,2004,1273569,10932
Hawaii,HI,under18,2004,298103,10932
Hawaii,HI,total,2003,1251154,10932
Hawaii,HI,under18,2003,294519,10932
Hawaii,HI,total,2006,1309731,10932
Hawaii,HI,under18,2006,299313,10932
Hawaii,HI,total,2005,1292729,10932
Hawaii,HI,under18,2005,298497,10932
Hawaii,HI,total,2008,1332213,10932
Hawaii,HI,under18,2008,301094,10932
Hawaii,HI,total,2007,1315675,10932
Hawaii,HI,under18,2007,300207,10932
Hawaii,HI,under18,2013,307266,10932
Hawaii,HI,total,2009,1346717,10932
Hawaii,HI,under18,2009,302796,10932
Hawaii,HI,total,2013,1404054,10932
Hawaii,HI,total,2010,1363731,10932
Hawaii,HI,under18,2010,303812,10932
Hawaii,HI,total,2011,1376897,10932
Hawaii,HI,under18,2011,305396,10932
Hawaii,HI,under18,2012,305981,10932
Hawaii,HI,total,2012,1390090,10932
Idaho,ID,total,2012,1595590,83574
Idaho,ID,under18,2012,427177,83574
Idaho,ID,under18,2011,428535,83574
Idaho,ID,total,2011,1583930,83574
Idaho,ID,under18,2010,428961,83574
Idaho,ID,total,2010,1570718,83574
Idaho,ID,total,2013,1612136,83574
Idaho,ID,total,2009,1554439,83574
Idaho,ID,under18,2009,426076,83574
Idaho,ID,under18,2013,427781,83574
Idaho,ID,total,2007,1505105,83574
Idaho,ID,under18,2007,415024,83574
Idaho,ID,total,2008,1534320,83574
Idaho,ID,under18,2008,422347,83574
Idaho,ID,total,2005,1428241,83574
Idaho,ID,under18,2005,394651,83574
Idaho,ID,total,2006,1468669,83574
Idaho,ID,under18,2006,404753,83574
Idaho,ID,total,2003,1363380,83574
Idaho,ID,under18,2003,379241,83574
Idaho,ID,total,2004,1391802,83574
Idaho,ID,under18,2004,384692,83574
Idaho,ID,total,2001,1319962,83574
Idaho,ID,under18,2001,373145,83574
Idaho,ID,total,2002,1340372,83574
Idaho,ID,under18,2002,375986,83574
Idaho,ID,total,1999,1275674,83574
Idaho,ID,under18,1999,366689,83574
Idaho,ID,total,2000,1299430,83574
Idaho,ID,under18,2000,370430,83574
Idaho,ID,total,1997,1228520,83574
Idaho,ID,under18,1997,357779,83574
Idaho,ID,under18,1998,362189,83574
Idaho,ID,total,1998,1252330,83574
Idaho,ID,under18,1996,353824,83574
Idaho,ID,total,1996,1203083,83574
Idaho,ID,total,1995,1177322,83574
Idaho,ID,under18,1995,349248,83574
Idaho,ID,under18,1992,324972,83574
Idaho,ID,total,1992,1071685,83574
Idaho,ID,total,1993,1108768,83574
Idaho,ID,under18,1993,333838,83574
Idaho,ID,under18,1994,344242,83574
Idaho,ID,total,1994,1145140,83574
Idaho,ID,total,1991,1041316,83574
Idaho,ID,under18,1991,316732,83574
Idaho,ID,under18,1990,313373,83574
Idaho,ID,total,1990,1012384,83574
Illinois,IL,under18,1990,2940837,57918
Illinois,IL,total,1990,11453316,57918
Illinois,IL,total,1991,11568964,57918
Illinois,IL,under18,1991,2988715,57918
Illinois,IL,under18,1994,3110938,57918
Illinois,IL,total,1994,11912585,57918
Illinois,IL,total,1993,11809579,57918
Illinois,IL,under18,1993,3066541,57918
Illinois,IL,under18,1992,3033427,57918
Illinois,IL,total,1992,11694184,57918
Illinois,IL,total,1995,12008437,57918
Illinois,IL,under18,1995,3152984,57918
Illinois,IL,under18,1996,3192916,57918
Illinois,IL,total,1996,12101997,57918
Illinois,IL,under18,1998,3225252,57918
Illinois,IL,total,1998,12271847,57918
Illinois,IL,total,1997,12185715,57918
Illinois,IL,under18,1997,3222114,57918
Illinois,IL,total,2000,12434161,57918
Illinois,IL,under18,2000,3244944,57918
Illinois,IL,total,1999,12359020,57918
Illinois,IL,under18,1999,3240034,57918
Illinois,IL,total,2002,12525556,57918
Illinois,IL,under18,2002,3238362,57918
Illinois,IL,total,2001,12488445,57918
Illinois,IL,under18,2001,3243617,57918
Illinois,IL,total,2004,12589773,57918
Illinois,IL,under18,2004,3211599,57918
Illinois,IL,total,2003,12556006,57918
Illinois,IL,under18,2003,3225547,57918
Illinois,IL,total,2006,12643955,57918
Illinois,IL,under18,2006,3181246,57918
Illinois,IL,total,2005,12609903,57918
Illinois,IL,under18,2005,3197318,57918
Illinois,IL,total,2008,12747038,57918
Illinois,IL,under18,2008,3153401,57918
Illinois,IL,total,2007,12695866,57918
Illinois,IL,under18,2007,3170134,57918
Illinois,IL,under18,2013,3023307,57918
Illinois,IL,total,2009,12796778,57918
Illinois,IL,under18,2009,3138406,57918
Illinois,IL,total,2013,12882135,57918
Illinois,IL,total,2010,12839695,57918
Illinois,IL,under18,2010,3122092,57918
Illinois,IL,total,2011,12855970,57918
Illinois,IL,under18,2011,3089833,57918
Illinois,IL,under18,2012,3057042,57918
Illinois,IL,total,2012,12868192,57918
Indiana,IN,total,2012,6537782,36420
Indiana,IN,under18,2012,1589655,36420
Indiana,IN,under18,2011,1598091,36420
Indiana,IN,total,2011,6516336,36420
Indiana,IN,under18,2010,1605883,36420
Indiana,IN,total,2010,6489965,36420
Indiana,IN,total,2013,6570902,36420
Indiana,IN,total,2009,6459325,36420
Indiana,IN,under18,2009,1609704,36420
Indiana,IN,under18,2013,1586027,36420
Indiana,IN,total,2007,6379599,36420
Indiana,IN,under18,2007,1609494,36420
Indiana,IN,total,2008,6424806,36420
Indiana,IN,under18,2008,1611494,36420
Indiana,IN,total,2005,6278616,36420
Indiana,IN,under18,2005,1593898,36420
Indiana,IN,total,2006,6332669,36420
Indiana,IN,under18,2006,1603107,36420
Indiana,IN,total,2003,6196638,36420
